streetAddress,lat,lon,Средний доход,Средняя стоимость ЖКУ,age_до 24 лет,age_25_34 лет,age_35_44 лет,age_45_54 лет,age_55_64 лет,age_от 65 лет,мужчины,женщины,С детьми,С животными,С автомобилем,link
"Краснодарская улица, 57 к3",55.676428,37.770675,79914.0,8634.0,19.34,25.82,27.02,16.45,7.84,3.52,57.41,42.59,19.8,13.92,30.39,https://domclick.ru/card/sale__flat__2070440908
"Нагорная улица, 38 к1",55.671422,37.593102,92584.0,8826.0,11.84,21.03,28.27,20.04,11.71,7.11,50.22,49.78,25.08,17.56,36.09,https://domclick.ru/card/sale__flat__2070448048
"6-я Кожуховская улица, 17",55.707273,37.67455,96035.0,8301.0,11.91,18.67,29.9,20.22,13.17,6.13,51.39,48.61,28.34,22.36,38.02,https://domclick.ru/card/sale__flat__2070452387
"Нежинская улица, 21",55.707812,37.465651,103923.0,9695.0,11.9,19.86,28.14,20.44,12.61,7.05,50.78,49.22,30.66,21.09,40.1,https://domclick.ru/card/sale__flat__2070452415
"Житная улица, 10",55.730319,37.618947,168450.0,13027.0,11.03,23.68,32.67,20.11,8.54,3.98,48.76,51.24,30.09,23.05,46.45,https://domclick.ru/card/sale__flat__2070471859
"Рябиновая улица, 3 к1",55.718775,37.424918,133063.0,12426.0,12.04,22.07,31.19,18.22,10.83,5.66,47.64,52.36,30.78,19.29,40.7,https://domclick.ru/card/sale__flat__2070471924
"улица Генерала Тюленева, 29 к2",55.61776,37.490598,103433.0,10508.0,9.96,17.22,31.81,25.65,10.3,5.06,56.96,43.04,28.69,27.26,51.9,https://domclick.ru/card/sale__flat__2070482610
"улица Милашенкова, 10",55.82632,37.583054,115323.0,8442.0,9.08,22.83,30.22,23.09,9.73,5.06,57.2,42.8,30.87,21.92,42.15,https://domclick.ru/card/sale__flat__2070482831
"Белозерская улица, 11Б",55.898646,37.61688,94653.0,9674.0,11.03,19.29,29.16,22.77,10.86,6.89,47.96,52.04,29.93,23.48,40.96,https://domclick.ru/card/sale__flat__2070484365
"Сходненская улица, 33 к1",55.847827,37.438257,103898.0,9988.0,12.45,20.84,28.59,20.23,12.29,5.6,47.71,52.29,26.88,24.03,37.2,https://domclick.ru/card/sale__flat__2070499253
"Зеленоград, к701",55.986686,37.22978,101043.0,11222.0,12.91,18.0,30.21,19.39,13.07,6.43,52.81,47.19,30.85,30.32,45.31,https://domclick.ru/card/sale__flat__2070539101
"3-й Лихачёвский переулок, 3 к3",55.849145,37.51467,88831.0,9397.0,15.61,23.35,26.12,18.87,11.06,5.0,59.64,40.36,21.75,15.61,39.31,https://domclick.ru/card/sale__flat__2070539487
"1-я Брестская улица, 34 / 1-я Тверская-Ямская улица, 13 ст1а",55.772928,37.589805,150545.0,11398.0,14.22,21.66,25.88,20.13,11.82,6.28,43.34,56.66,24.15,22.0,37.95,https://domclick.ru/card/sale__flat__2070543511
"Ленинградское шоссе, 52",55.836616,37.484812,142567.0,11974.0,13.76,22.38,27.81,20.54,10.27,5.23,60.76,39.24,25.78,18.31,43.12,https://domclick.ru/card/sale__flat__2070549039
"Анадырский проезд, 7 к3",55.860619,37.678241,116936.0,10177.0,9.65,20.74,29.58,21.14,13.42,5.47,49.92,50.08,26.93,25.24,42.12,https://domclick.ru/card/sale__flat__2070552094
"улица Островитянова, 35",55.634206,37.528145,97535.0,9474.0,14.03,20.48,25.84,18.94,14.26,6.44,51.53,48.47,37.73,20.32,37.35,https://domclick.ru/card/sale__flat__2070557100
"Воронцовская улица, 48 / Динамовская улица, 2",55.732674,37.664008,107222.0,10682.0,15.79,22.59,26.16,19.68,10.83,4.94,47.39,52.61,21.62,19.03,28.7,https://domclick.ru/card/sale__flat__2070567646
"Рязанский проспект, 80 к1",55.709222,37.823895,105382.0,11712.0,3.23,14.52,28.23,23.39,12.9,17.74,47.58,52.42,29.84,19.35,50.81,https://domclick.ru/card/sale__flat__2070575781
"улица Свободы, 43",55.844955,37.453477,133803.0,11113.0,10.2,21.72,29.55,20.59,11.23,6.71,51.76,48.24,26.43,23.31,47.43,https://domclick.ru/card/sale__flat__2070581268
"Большая Бронная улица, 17",55.762655,37.600238,159514.0,12779.0,12.74,21.54,27.08,20.06,12.17,6.41,41.52,58.48,26.37,24.1,42.62,https://domclick.ru/card/sale__flat__2070584863
"Волжский бульвар, 20",55.710681,37.743936,99065.0,9320.0,14.1,21.85,25.95,20.04,12.92,5.15,52.38,47.62,21.71,18.49,34.27,https://domclick.ru/card/sale__flat__2070593925
"Садовая-Сухаревская улица, 13/15",55.774046,37.625433,170084.0,9755.0,12.62,31.96,25.06,14.55,10.18,5.63,29.44,70.56,30.03,25.15,34.82,https://domclick.ru/card/sale__flat__2070605609
"квартал 5-й Капотня, 8",55.630483,37.795077,178501.0,15144.0,,21.28,57.45,10.64,10.64,,25.53,74.47,76.6,27.66,63.83,https://domclick.ru/card/sale__flat__2070605745
"Профсоюзная улица, 98 к1",55.646112,37.52681,102777.0,8578.0,16.38,19.69,23.49,20.32,13.13,6.99,47.83,52.17,27.71,19.88,34.07,https://domclick.ru/card/sale__flat__2070608912
"Астрадамская улица, 4",55.81173,37.565946,107374.0,10930.0,13.08,21.13,27.06,20.07,11.67,6.99,50.73,49.27,27.68,24.21,36.89,https://domclick.ru/card/sale__flat__2070622939
"10-я Парковая улица, 17",55.798961,37.801672,115247.0,10333.0,11.74,19.71,27.96,21.21,12.28,7.1,55.0,45.0,25.85,22.33,43.57,https://domclick.ru/card/sale__flat__2070628644
"улица Василисы Кожиной, 8 к2",55.737275,37.501647,213822.0,12221.0,14.96,28.42,29.78,17.7,6.91,2.23,54.53,45.47,31.22,23.53,57.7,https://domclick.ru/card/sale__flat__2070642132
"Шереметьевская улица, 25",55.802241,37.61322,138482.0,12502.0,6.08,15.54,37.84,15.54,13.51,11.49,25.0,75.0,52.03,23.65,45.95,https://domclick.ru/card/sale__flat__2070644261
"Люсиновская улица, 41 ст1",55.721691,37.622944,148692.0,12282.0,10.55,20.62,29.67,22.13,11.8,5.23,53.35,46.65,25.23,22.84,43.9,https://domclick.ru/card/sale__flat__2070647429
"улица Конёнкова, 14 / улица Лескова, 28",55.89366,37.613277,89918.0,9358.0,13.89,20.47,26.92,22.71,10.12,5.9,52.76,47.24,24.92,18.17,37.57,https://domclick.ru/card/sale__flat__2070651095
"проспект Маршала Жукова, 16 к1",55.776147,37.490855,100665.0,9298.0,15.75,23.57,26.35,19.45,10.36,4.52,58.96,41.04,20.83,17.18,34.28,https://domclick.ru/card/sale__flat__2070667651
"улица Демьяна Бедного, 23 к1",55.781055,37.487111,98003.0,8745.0,20.47,25.99,26.71,16.46,6.53,3.84,76.12,23.88,16.53,10.86,27.64,https://domclick.ru/card/sale__flat__2070672069
"3-я Красногвардейская улица, 6",55.758139,37.540704,122998.0,11167.0,11.66,21.23,29.84,18.79,11.46,7.03,51.17,48.83,24.85,18.74,42.67,https://domclick.ru/card/sale__flat__2070672089
"улица Фомичёвой, 5 к2",55.855047,37.444763,92755.0,9251.0,9.06,16.78,27.17,24.4,14.59,8.01,47.38,52.62,32.32,18.49,37.65,https://domclick.ru/card/sale__flat__2070672762
"Кутузовский проспект, 33",55.741465,37.540784,171981.0,16562.0,13.09,23.06,26.09,18.88,11.24,7.64,55.41,44.59,23.14,20.68,46.43,https://domclick.ru/card/sale__flat__2070677553
"Измайловский бульвар, 37",55.797233,37.795649,89785.0,9983.0,16.41,18.41,25.25,20.02,12.55,7.37,50.76,49.24,24.13,20.69,29.69,https://domclick.ru/card/sale__flat__2070728563
"улица Маршала Федоренко, 8 к2",55.880641,37.491649,77848.0,8905.0,18.04,24.06,28.7,17.54,8.04,3.61,61.17,38.83,23.6,13.34,26.78,https://domclick.ru/card/sale__flat__2070744655
"улица Конёнкова, 11Б",55.891193,37.604451,87943.0,6587.0,2.44,19.51,23.17,19.51,17.07,18.29,29.27,70.73,37.8,28.05,31.71,https://domclick.ru/card/sale__flat__2070768118
"Большая Черёмушкинская улица, 5 к1",55.689157,37.598259,133988.0,7950.0,10.34,22.14,31.59,20.13,10.57,5.23,58.73,41.27,34.04,17.13,58.06,https://domclick.ru/card/sale__flat__2070799891
"Мичуринский проспект, 9 к1",55.700801,37.506442,121640.0,13079.0,24.95,17.53,23.61,17.65,10.29,5.96,52.67,47.33,25.5,18.08,41.55,https://domclick.ru/card/sale__flat__2070800366
"улица Медиков, 28 к3",55.632134,37.681493,88786.0,9503.0,11.75,22.17,29.09,18.47,12.78,5.74,49.96,50.04,27.2,21.34,39.39,https://domclick.ru/card/sale__flat__2070806098
"улица Красина, 24-28",55.768846,37.586922,152463.0,16386.0,8.67,19.77,25.89,22.07,14.8,8.8,55.99,44.01,23.34,24.23,48.47,https://domclick.ru/card/sale__flat__2070811562
"Серебрянический переулок, 8",55.750166,37.647093,128552.0,11535.0,26.3,26.48,26.48,13.06,5.83,1.85,65.75,34.25,20.21,22.24,38.48,https://domclick.ru/card/sale__flat__2070813046
"5-й Останкинский переулок, 11а",55.824772,37.629149,120858.0,10882.0,25.42,30.81,25.22,11.5,4.99,2.05,52.38,47.62,28.66,20.2,42.63,https://domclick.ru/card/sale__flat__2070813772
"Чертановская улица, 3 к2",55.631724,37.604,95143.0,9004.0,8.56,17.65,28.26,21.72,14.83,8.98,47.48,52.52,32.3,17.89,40.38,https://domclick.ru/card/sale__flat__2070813783
"3-я Владимирская улица, 27",55.753984,37.791136,104713.0,9383.0,10.22,20.7,28.1,21.52,13.75,5.72,46.57,53.43,24.81,23.66,33.92,https://domclick.ru/card/sale__flat__2070819365
"Волоколамский проезд, 6 к2",55.826488,37.434496,119288.0,11178.0,15.7,25.53,30.87,17.57,7.53,2.81,59.6,40.4,25.96,20.06,43.97,https://domclick.ru/card/sale__flat__2070822805
"Зеленоград, к1002",55.987777,37.177879,96698.0,6919.0,14.24,19.94,24.05,25.95,6.65,9.18,50.63,49.37,31.01,25.63,47.15,https://domclick.ru/card/sale__flat__2070827914
"Тепличный переулок, 7",55.791582,37.494467,111948.0,10558.0,15.41,23.19,26.26,18.48,11.29,5.36,47.41,52.59,24.54,21.94,31.32,https://domclick.ru/card/sale__flat__2070850287
"Вернадского проспект, 93",55.667437,37.494864,110897.0,9876.0,16.21,19.59,24.58,20.35,12.03,7.23,59.49,40.51,23.44,16.98,47.55,https://domclick.ru/card/sale__flat__2070859996
"Днепропетровская улица, 29",55.61932,37.586024,90420.0,9606.0,9.39,18.35,27.74,24.48,14.5,5.55,51.53,48.47,28.18,18.1,46.72,https://domclick.ru/card/sale__flat__2070863198
"Абрамцевская улица, 18",55.903118,37.574492,111716.0,9239.0,13.02,18.52,30.94,22.47,9.78,5.27,60.23,39.77,27.27,22.61,50.92,https://domclick.ru/card/sale__flat__2070869163
"улица Молостовых, 8 к4",55.761431,37.831668,119634.0,10617.0,5.65,10.73,30.51,22.6,15.82,14.69,35.03,64.97,38.42,26.55,38.98,https://domclick.ru/card/sale__flat__2070870790
"Колодезный переулок, 2 к1",55.797807,37.696452,54700.0,12166.0,51.35,21.62,16.22,8.56,1.8,0.45,74.32,25.68,4.95,2.7,8.56,https://domclick.ru/card/sale__flat__2070873092
"Заводская улица, 14 к2",55.975859,37.178518,112913.0,8496.0,10.86,11.18,34.82,23.0,13.74,6.39,41.53,58.47,35.14,40.89,42.17,https://domclick.ru/card/sale__flat__2070880961
"1-я Напрудная улица, 5",55.8776,37.688687,88450.0,16705.0,7.54,15.88,22.34,21.06,17.7,15.48,44.41,55.59,25.91,25.77,40.38,https://domclick.ru/card/sale__flat__2070882000
"улица Маршала Федоренко, 14 к4",55.883269,37.489726,102068.0,10752.0,12.59,20.46,30.03,18.95,12.52,5.46,51.99,48.01,26.68,20.42,40.11,https://domclick.ru/card/sale__flat__2070892321
"9-я Парковая улица, 68",55.807877,37.800284,85333.0,9980.0,15.23,22.81,26.61,20.45,10.71,4.19,53.57,46.43,21.33,16.06,26.03,https://domclick.ru/card/sale__flat__2070895152
"Щёлковское шоссе, 91 к1",55.813308,37.82494,85759.0,10344.0,14.24,22.08,26.61,21.66,10.84,4.56,53.82,46.18,24.04,17.84,38.25,https://domclick.ru/card/sale__flat__2070895165
"Большая Черкизовская улица, 30 к3",55.798647,37.742061,87370.0,9548.0,18.35,23.38,25.67,17.49,9.32,5.8,59.79,40.21,21.86,14.64,44.11,https://domclick.ru/card/sale__flat__2070918507
"Веерная улица, 3 к1",55.708625,37.479479,109888.0,9880.0,12.51,20.15,27.68,21.19,12.85,5.61,52.2,47.8,26.44,21.52,43.82,https://domclick.ru/card/sale__flat__2070925242
"улица Бестужевых, 4а",55.867735,37.598783,91849.0,8083.0,10.13,16.85,28.3,21.94,13.14,9.65,46.72,53.28,27.45,21.6,35.98,https://domclick.ru/card/sale__flat__2070935304
"Черницынский проезд, 10 к2",55.821951,37.787246,76830.0,8013.0,16.38,24.23,29.04,17.41,9.84,3.1,76.26,23.74,14.45,9.5,38.2,https://domclick.ru/card/sale__flat__2070935324
"Большой Факельный переулок, 22",55.740588,37.665264,127307.0,10995.0,13.82,21.55,30.41,18.02,10.83,5.37,49.04,50.96,25.52,22.17,37.29,https://domclick.ru/card/sale__flat__2070942196
"Кропоткинский переулок, 9-11",55.738292,37.592328,151687.0,12692.0,20.04,23.19,25.84,18.24,9.0,3.69,46.46,53.54,22.28,20.88,37.38,https://domclick.ru/card/sale__flat__2070956142
"Дубнинская улица, 38 к1",55.887835,37.558725,87981.0,8654.0,12.0,18.71,29.93,23.04,10.13,6.2,47.61,52.39,32.1,25.45,41.54,https://domclick.ru/card/sale__flat__2070956182
"Малая Бронная улица, 42/14",55.765349,37.592647,152871.0,12773.0,17.28,22.95,25.08,20.85,10.05,3.81,36.49,63.51,28.92,23.67,39.42,https://domclick.ru/card/sale__flat__2070961177
"Фестивальная улица, 59 к4",55.862914,37.494419,101459.0,7686.0,10.34,23.4,28.57,23.15,10.59,3.94,47.78,52.22,29.06,28.82,41.63,https://domclick.ru/card/sale__flat__2070966481
"Куприна проспект, 34 к2",55.540722,37.454973,117998.0,10201.0,14.42,28.35,30.17,17.18,7.48,2.41,53.99,46.01,28.0,16.63,51.48,https://domclick.ru/card/sale__flat__2070966921
"улица Новаторов, 34 к6",55.664782,37.520279,131441.0,8811.0,6.52,21.74,36.96,23.91,10.87,,39.13,60.87,41.3,26.09,34.78,https://domclick.ru/card/sale__flat__2070973392
"улица Римского-Корсакова, 12",55.872882,37.601373,129550.0,11376.0,12.78,22.11,31.2,19.08,9.37,5.46,50.42,49.58,32.96,24.61,45.07,https://domclick.ru/card/sale__flat__2070973910
"шоссе Энтузиастов, 48/1 / улица Плеханова, 1",55.758886,37.757085,99700.0,11088.0,15.43,21.97,30.04,19.75,9.66,3.15,64.01,35.99,21.48,15.96,38.39,https://domclick.ru/card/sale__flat__2070983261
"Большая Черкизовская улица, 6 к5",55.7943,37.720411,108583.0,9774.0,14.65,21.02,25.8,17.99,14.17,6.37,45.86,54.14,24.68,24.04,36.31,https://domclick.ru/card/sale__flat__2070984056
"16-я Парковая улица, 49 к2",55.80935,37.827157,83644.0,8476.0,9.39,19.47,29.65,23.15,13.64,4.7,57.84,42.16,24.56,17.83,39.5,https://domclick.ru/card/sale__flat__2070986537
"улица Руставели, 16 к2",55.812293,37.599726,83025.0,10198.0,19.13,26.53,25.85,17.68,8.56,2.25,67.14,32.86,17.37,11.67,26.0,https://domclick.ru/card/sale__flat__2070987526
"Серпуховский Вал улица, 6",55.712208,37.618039,119292.0,11137.0,11.94,19.85,28.67,20.44,11.65,7.45,47.79,52.21,23.57,20.73,34.56,https://domclick.ru/card/sale__flat__2071003530
"Минская улица, 16 к1",55.740882,37.483771,129206.0,11553.0,15.11,22.82,27.59,18.81,10.74,4.94,51.59,48.41,24.07,22.79,37.58,https://domclick.ru/card/sale__flat__2071003644
"улица Юных Ленинцев, 55",55.701937,37.759623,85422.0,9106.0,13.67,23.54,26.95,18.86,11.32,5.66,53.85,46.15,24.44,18.22,31.46,https://domclick.ru/card/sale__flat__2071014120
"Ферганский проезд, 7 к4",55.693398,37.823245,133347.0,5574.0,10.53,21.74,37.3,17.39,8.01,5.03,42.79,57.21,40.05,27.69,51.95,https://domclick.ru/card/sale__flat__2071014229
"улица 26 Бакинских Комиссаров, 7 к6",55.655413,37.484767,111373.0,9067.0,16.62,18.39,27.81,23.02,8.74,5.43,53.74,46.26,29.98,17.99,41.75,https://domclick.ru/card/sale__flat__2071022156
"улица Зои и Александра Космодемьянских, 40",55.82489,37.527166,132131.0,11695.0,10.89,18.44,27.86,23.34,12.6,6.88,50.93,49.07,28.57,23.57,47.76,https://domclick.ru/card/sale__flat__2071032060
"4-й Стрелецкий проезд, 7а",55.797068,37.601218,121057.0,10897.0,12.93,21.07,30.05,20.37,10.89,4.7,55.61,44.39,24.06,20.74,43.68,https://domclick.ru/card/sale__flat__2071045420
"улица Костякова, 2/6 / Дмитровский проезд, 6",55.809757,37.574678,125178.0,11340.0,13.02,22.41,26.69,20.3,11.95,5.63,54.51,45.49,24.18,23.88,43.64,https://domclick.ru/card/sale__flat__2071046736
"Погонный проезд, 1 к10",55.818772,37.699408,116943.0,12456.0,12.13,20.41,30.42,20.41,11.61,5.03,52.23,47.77,27.49,19.52,47.49,https://domclick.ru/card/sale__flat__2071047107
"улица Молодцова, 1а",55.876841,37.647,124987.0,9675.0,9.88,17.49,30.24,24.11,11.07,7.21,45.55,54.45,38.74,26.88,49.7,https://domclick.ru/card/sale__flat__2071054801
"улица Фомичёвой, 16 к5",55.859116,37.437695,105751.0,10107.0,14.49,20.9,25.07,21.01,12.75,5.77,45.7,54.3,26.67,20.82,28.4,https://domclick.ru/card/sale__flat__2071056334
"Маломосковская улица, 8",55.813098,37.644693,175849.0,12512.0,8.91,18.15,34.37,21.89,11.34,5.33,47.42,52.58,31.48,26.32,51.45,https://domclick.ru/card/sale__flat__2071062334
"бульвар Яна Райниса, 8",55.850899,37.427318,97167.0,8628.0,9.79,18.89,26.84,22.54,15.0,6.95,48.95,51.05,26.65,24.28,35.51,https://domclick.ru/card/sale__flat__2071068070
"Ленинский проспект, 43",55.704788,37.576277,187030.0,13533.0,8.01,18.52,29.34,22.37,13.53,8.22,42.56,57.44,30.39,23.73,46.2,https://domclick.ru/card/sale__flat__2071068464
"Сивашская улица, 2 к2",55.661207,37.605684,112241.0,9359.0,12.6,21.73,28.32,21.29,11.15,4.9,47.86,52.14,24.89,21.11,36.34,https://domclick.ru/card/sale__flat__2071072412
"Окская улица, 40",55.71623,37.773506,86130.0,10848.0,15.87,24.73,25.6,18.73,9.53,5.53,59.53,40.47,20.4,16.2,33.93,https://domclick.ru/card/sale__flat__2071075194
"улица Яблочкова, 37в",55.826358,37.576052,92378.0,8998.0,8.98,18.94,28.27,20.82,14.55,8.43,46.59,53.41,40.46,19.15,32.94,https://domclick.ru/card/sale__flat__2071079402
"улица Рогова, 3",55.795489,37.46229,116859.0,9576.0,8.05,18.55,30.17,20.52,13.65,9.06,58.37,41.63,27.61,21.48,52.61,https://domclick.ru/card/sale__flat__2071080234
"улица Плеханова, 3 к5",55.758078,37.759874,75162.0,5091.0,19.79,28.55,31.49,12.72,5.44,2.02,48.69,51.31,40.38,24.42,47.33,https://domclick.ru/card/sale__flat__2071085005
"улица Артюхиной, 20",55.697328,37.738313,121543.0,10421.0,6.41,15.38,41.03,16.67,15.38,5.13,33.33,66.67,53.85,26.92,44.87,https://domclick.ru/card/sale__flat__2071088526
"Белореченская улица, 31",55.669939,37.76572,101585.0,11558.0,17.17,24.26,28.84,17.41,8.07,4.25,50.5,49.5,30.07,19.1,37.38,https://domclick.ru/card/sale__flat__2071090329
